TotalEnvSteps,REINFORCE-seed-3,REINFORCE-seed-1,REINFORCE-seed-0
184576,8.300000191,12.80000019,11.39999962
184704,7.400000095,11.69999981,12
184832,8.199999809,10.69999981,11.30000019
184960,7.400000095,11.10000038,12.60000038
185088,6.900000095,11.39999962,11.80000019
185216,7.900000095,12.10000038,11.80000019
185344,8.800000191,12.10000038,11.5
185472,10.80000019,11.39999962,11.89999962
185600,10.69999981,11.10000038,13.39999962
185728,10,10.80000019,11.19999981
185856,9.399999619,9.5,10.10000038
185984,7.800000191,9.600000381,10.60000038
186112,7.800000191,10.60000038,9.300000191
186240,9.399999619,10.60000038,9
186368,9.899999619,10.39999962,11.10000038
186496,9.300000191,10.10000038,11.89999962
186624,7.400000095,11.69999981,11
186752,7.400000095,12.60000038,9.5
186880,8.800000191,12.89999962,10
187008,7.900000095,13.80000019,9.800000191
187136,8.600000381,13.39999962,9.899999619
187264,7.400000095,13.80000019,10
187392,8.100000381,13.5,9.800000191
187520,9.100000381,10,10.69999981
187648,11.19999981,10.10000038,10.19999981
187776,11.30000019,12.30000019,9.300000191
187904,9.899999619,12.30000019,6.699999809
188032,8.300000191,12,7
188160,8.399999619,13.60000038,8.800000191
188288,6.699999809,13.39999962,7.599999905
188416,7,13.39999962,6.699999809
188544,7.800000191,12.19999981,6.300000191
188672,6.5,13.60000038,8.5
188800,8.5,12.80000019,8.5
188928,8.199999809,12.5,9.199999809
189056,7.800000191,11.89999962,11.19999981
189184,11,12.39999962,11.10000038
189312,10.80000019,11.89999962,9.199999809
189440,9.100000381,11,10.19999981
189568,8.699999809,10.80000019,10.39999962
189696,8.199999809,12.69999981,12.10000038
189824,7.900000095,13.39999962,11.60000038
189952,5.800000191,12.80000019,11.30000019
190080,7.900000095,12.10000038,11
190208,6.5,12.60000038,11.5
190336,7.699999809,11.69999981,10.30000019
190464,9.100000381,12.60000038,10.10000038
190592,8.399999619,14.69999981,10.69999981
190720,11.10000038,13.80000019,10.5
190848,9.800000191,12.69999981,9.600000381
190976,9.699999809,12.80000019,10
191104,7,12.39999962,10.60000038
191232,8.199999809,12.19999981,10.10000038
191360,9.399999619,13.19999981,10.69999981
191488,8.300000191,12.39999962,11.30000019
191616,6.400000095,12.19999981,9.5
191744,6.199999809,13.30000019,8.600000381
191872,9.699999809,14.30000019,9.600000381
192000,9.199999809,14.10000038,11.80000019
192128,9.399999619,14.19999981,9.800000191
192256,11.60000038,14,8.100000381
192384,10.5,13,10.19999981
192512,8.5,13.39999962,10.30000019
192640,8.800000191,12.10000038,10
192768,8,10.69999981,10.10000038
192896,8.100000381,12.39999962,9.800000191
193024,9.5,13.39999962,9.800000191
193152,9.399999619,13.5,10.80000019
193280,8.800000191,14.39999962,9.5
193408,9,13.89999962,8.399999619
193536,7.699999809,14.10000038,10.80000019
193664,6.199999809,13.5,8.399999619
193792,5.5,13.39999962,9
193920,5.099999905,13.5,10.60000038
194048,5.199999809,13.89999962,11.69999981
194176,7.699999809,12.10000038,9.5
194304,7.900000095,11.39999962,8.300000191
194432,9.600000381,13.60000038,11.39999962
194560,10.39999962,13.69999981,11.19999981
194688,11.60000038,14.30000019,10.80000019
194816,10.10000038,13.69999981,11.19999981
194944,8.800000191,13.60000038,13
195072,9.100000381,12.69999981,13
195200,9.899999619,12.69999981,10
195328,9.300000191,13.80000019,10.89999962
195456,7.5,15.30000019,10.19999981
195584,8.399999619,12.80000019,10.60000038
195712,8.100000381,11.69999981,10.60000038
195840,10.10000038,13.19999981,11.89999962
195968,8.5,12.19999981,10.69999981
196096,9.199999809,13.60000038,9.800000191
196224,7.599999905,13.5,11.30000019
196352,8,13.80000019,11
196480,8.199999809,13.89999962,11.39999962
196608,11.60000038,11.5,12.19999981
196736,11.10000038,12.10000038,11
196864,9.399999619,13.60000038,11.89999962
196992,8.399999619,14.19999981,10.89999962
197120,9.399999619,14,9.600000381
197248,8.100000381,12.60000038,11.39999962
197376,7.199999809,11,11.5
197504,7.300000191,12.60000038,11.69999981
197632,8.300000191,13.60000038,11.19999981
197760,9.5,14.60000038,9.399999619
197888,10.60000038,12.69999981,8.600000381
198016,7.900000095,10.19999981,8.800000191
198144,9.600000381,8.399999619,11.10000038
198272,8.899999619,10.60000038,11.10000038
198400,9.100000381,11.30000019,10.69999981
198528,11.69999981,12.19999981,11.60000038
198656,13.30000019,14.69999981,10.60000038
198784,11.80000019,13,10
198912,8,11.60000038,8.899999619
199040,7.699999809,11.10000038,9
199168,7.199999809,12.89999962,9.899999619
199296,6.400000095,12.69999981,11.80000019
199424,8.699999809,10.69999981,12.69999981
199552,8.800000191,12.39999962,11.89999962
199680,10,14.80000019,11
199808,9.899999619,14.5,10.69999981
199936,10.5,11.39999962,10.69999981
